Vehicle_ID,Odo_Start,Odo_End,Fuel_Level,Damage_Flag
CAR-27 ,37137,"37,210km",0.4,0
 CAR-21,"55,123 km",56611km,56%,0
CAR-24,42724,"44,167km",63 %,1
CAR 04,71164,73148,0.4,0
CAR-21 ,50057km,"51,996 km",24 %,0
CAR-28 ,"68,871 km","69,278km",1.0,0
car-14,"32,152 km",33542,0.38,0
car-03,112424,113044km,0.74,0
CAR-18 ,94903,96082,90 %,0
CAR-21 ,"16,235 km","17,497km",56%,0
CAR-14,"26,123km",27895,90%,0
CAR-08 ,"112,671 km",113768,54%,0
car-02,"89,763km","89,925 km",87 %,0
 CAR-10,44289km,"46,146km",0.1,0
car-27,80925km,82767,0.62,0
CAR 25,81300,"81,646km",98 %,0
car-07,62005,"62,939 km",38 %,1
 CAR-24,112502km,"113,139km",43 %,0
car-06,"94,262 km",94276,91%,0
car-25,23939km,25306km,49%,1
car-24,"40,095km","40,558 km",0.54,1
CAR 15,"63,708 km","65,023 km",0.58,0
 CAR-23,"83,010 km",84231,9%,0
CAR 29,17183,"18,155 km",42 %,0
CAR-19 ,110789km,112483km,0.11,0
CAR-03 ,"35,997km","36,192km",0.45,0
CAR 11,"59,004 km","59,532 km",47%,0
CAR 14,11107km,11391,96%,0
 CAR-01,"14,824km",15509,75 %,1
 CAR-05,44560,45763km,64 %,0
CAR-27,"37,845 km","37,626km",0.13,1
 CAR-08,89218,90086km,91 %,1
car-16,"56,330 km","56,363 km",91%,1
car-03,"86,455 km",87398km,0.39,0
CAR-27,"77,454 km",78248,0.72,1
 CAR-29,64683km,"64,789km",85%,0
 CAR-15,40318,41525km,0.92,0
 CAR-25,63684km,"64,229 km",84 %,0
CAR 26,60061,61307,0.6,0
CAR-25 ,46919km,47401km,0.39,0
CAR 15,56401,57594km,20 %,1
CAR-30 ,105712,107253km,35%,1
CAR-30,22753km,"23,489km",44%,0
CAR 23,5906,6835km,83 %,0
car-26,92103km,92505km,0.8,0
car-10,"63,593km",64003,65%,0
CAR-02,"46,342 km",46643km,75%,0
CAR 30,98586km,"99,517 km",82%,0
CAR-20 ,"79,036km",80461km,0.25,1
CAR-21,49799km,"49,977km",0.1,0
CAR-05,77756,"78,594 km",35 %,0
CAR-21 ,35840km,36239km,0.1,0
CAR-04,"96,317 km","97,818km",0.2,0
CAR 06,"92,367km","93,696km",28 %,0
 CAR-04,"8,817 km","10,496km",0.8,0
 CAR-13,"6,769km","7,684 km",77%,0
CAR-07 ,21708km,23390km,0.13,0
car-23,"19,205km","20,970km",14%,0
 CAR-13,"104,804km",106742km,78%,0
CAR-26 ,17244km,"17,937 km",0.47,0
CAR-21 ,57935,"58,612 km",0.8,0
car-23,"92,043 km","93,151 km",0.11,1
CAR-22,"60,358 km","61,901 km",13 %,0
CAR-02,74678km,75742,9 %,0
 CAR-11,"6,425km","7,559 km",38 %,1
car-12,23872,"25,857 km",17 %,0
CAR-19 ,83051km,83738,6%,0
car-10,76722km,78469,0.7,0
car-03,"46,509km",48406km,0.5,0
CAR 11,27479km,"28,311km",47 %,0
 CAR-30,"51,223 km",52069,0.41,0
CAR-30,"44,874km","45,722km",0.89,1
CAR-04 ,"18,788km",19771km,0.93,0
CAR-06,"69,554 km",71467km,40%,1
 CAR-24,48895,"49,891km",0.95,0
 CAR-13,39795km,40504km,7 %,0
 CAR-29,15185km,16750km,9%,0
 CAR-02,52423,"53,818km",32%,0
CAR-29,"82,762km","83,636 km",87 %,1
CAR-10 ,14953,15503km,0.71,1
CAR-09 ,"81,532 km","81,853km",80%,1
car-04,53483km,"55,201km",0.93,0
CAR-07 ,"89,454 km","91,240 km",0.59,0
car-13,9705km,9982,0.9,0
CAR-16,"87,265 km",88110km,0.1,0
CAR-21,"10,722 km","11,389km",0.2,1
 CAR-22,99275km,"100,763km",18 %,1
CAR-28 ,"11,567km","13,105km",27%,0
 CAR-25,"111,572km",113319,86 %,0
CAR-09,"119,059km",119658,79 %,0
 CAR-13,35488km,"36,538 km",53 %,0
CAR-04,111566km,111949,25 %,0
car-13,"51,929km",52667km,0.6,1
CAR 22,"82,018 km",81864,43 %,0
CAR 07,89346,"89,533 km",86 %,0
CAR 14,"65,649 km","66,367km",88%,0
car-23,45151km,47105km,0.54,0
car-21,70194,"70,474km",18%,1
CAR-30,92965,"93,932km",0.9,0
CAR-10 ,67258km,68663km,89%,0
car-16,100665km,101958,0.2,0
CAR-21,"117,058 km",119041,21 %,0
CAR-19 ,47837km,48672km,24%,0
car-27,"21,316km","22,271km",71%,0
CAR-21 ,31357km,"33,343 km",36 %,0
car-01,55715,57062km,31%,0
CAR-09,"58,426 km","59,238km",32 %,0
 CAR-28,47222km,48726km,0.61,1
CAR 11,"20,678km",21999km,0.70,0
car-28,105408,"105,999km",0.70,0
CAR 22,"89,082km","90,711km",23%,0
CAR 01,"15,856km","16,409 km",0.8,0
CAR 17,40187,40466,85%,1
car-15,"85,654km","86,267 km",0.39,0
CAR-28,"59,173 km",61026,0.53,0
CAR-08 ,94398km,95609km,89 %,0
 CAR-18,116956km,117422,82 %,0
CAR 09,39293km,"40,306 km",78 %,0
CAR-13 ,"90,896km",91775,0.4,0
car-19,112551,"114,147km",0.6,0
CAR-14,38160,38718km,0.3,0
CAR 13,"67,881km","68,082km",0.69,0
CAR-12,12709,13855km,34 %,0
CAR-29 ,34284,"35,773 km",65 %,0
CAR 07,"108,476 km",110093km,67 %,0
CAR-26,109809,"110,408km",0.2,0
CAR 27,"53,413km",54073km,0.91,0
CAR-05 ,"100,131km",101753km,0.93,0
CAR-14 ,94342,95288km,0.4,0
CAR-09,"111,151 km","112,492km",89%,1
 CAR-07,"79,326km",79934,43 %,0
CAR-19,44895,46286,23%,1
CAR-29,"113,008 km","113,940 km",39%,0
car-17,36094,37411km,0.6,0
CAR 30,91614,93321,0.59,0
car-23,"98,202 km",98774,83%,0
CAR 23,27746,29014km,0.8,0
 CAR-23,88007,"89,115km",0.6,0
 CAR-23,60660km,"61,035 km",77%,0
CAR 15,39157km,40750km,73%,0
 CAR-16,75942,"77,529 km",12%,0
CAR 26,33632km,34900km,69%,1
CAR 15,"117,752km","118,571 km",0.83,0
CAR-08 ,117885km,118763km,7%,0
 CAR-06,"46,937km","47,086km",0.23,1
CAR-04,"50,720km","51,405 km",0.6,0
CAR 24,82650km,82920km,0.7,1
CAR-30,"94,961km",95543km,5 %,0
CAR-02,100819km,"102,209km",57 %,0
car-07,"51,638km","53,357 km",0.33,0
CAR-10 ,64187,"66,037 km",21%,0
car-01,68126km,68794,0.2,0
CAR-04 ,53296,"55,003km",0.3,0
CAR 12,"71,453 km","70,971km",61%,0
CAR-29,87020km,"88,845 km",0.67,0
 CAR-28,114854km,"116,721 km",0.43,1
car-29,97442,97651,7%,0
CAR-16,23697km,23712km,56 %,0
CAR 22,"102,477km",103177,0.3,0
CAR-14,"5,535km",5665km,17%,0
CAR-26 ,"95,097 km","96,440 km",62 %,0
car-13,106804,"106,959km",0.86,0
car-07,9098km,"10,859km",0.33,0
 CAR-03,44401km,"45,068km",0.5,0
 CAR-18,"94,874km","96,485 km",28%,0
CAR-25,28530,29616,59%,0
car-14,71459,72264,0.5,1
CAR 27,"95,792km",95987km,1.0,0
 CAR-30,35361km,"35,472km",33 %,0
CAR 19,37277km,38265km,0.66,0
 CAR-21,"94,530km",95341km,42 %,0
CAR-13 ,"70,132 km",70446km,0.81,0
CAR 27,53296,"54,011 km",0.8,0
CAR-25,110233,"111,063km",72 %,0
CAR-08,"31,776 km","33,603km",0.06,0
car-11,35444km,"37,272km",64 %,0
 CAR-24,"68,996 km","69,827 km",0.9,0
car-05,"12,511 km",14348,1.00,0
CAR-16,"98,625km",99817km,0.21,0
car-19,74879,74481km,1.0,0
car-14,"71,653km","71,761 km",20 %,0
CAR 05,"40,712 km","42,573km",88 %,0
car-17,20264km,"20,826 km",0.4,0
car-07,14643,15138km,0.62,1
CAR-24 ,94470,95575km,0.3,0
CAR 14,"93,204 km",93382km,63 %,0
car-18,"83,943km","84,140km",0.80,1
CAR-26 ,"76,195 km","75,698 km",64%,1
CAR-24 ,"107,818km","108,443 km",57%,0
CAR-17,"83,643 km","85,031km",0.22,0
car-01,"19,161 km","19,546km",0.64,0
CAR 17,"29,712 km",29909,46 %,0
CAR-30,48148km,"49,313 km",23 %,1
car-23,60662km,62470,27 %,1
car-04,93528km,93976km,0.5,0
CAR-04,"79,320 km","80,892km",60%,0
 CAR-13,"15,269km","17,233 km",56%,0
CAR-26,25131km,25255km,60%,0
car-05,"82,823km",84729,35 %,0
 CAR-26,"119,708km",121317,11%,0
 CAR-09,77114km,76752km,80 %,0
CAR 28,"68,647km","68,495 km",66%,0
CAR 12,73639,75390km,0.2,0
CAR-23,"112,684 km",112966,70%,0
CAR 02,17366,17446km,26%,0
CAR-16,"80,755km","81,487km",51 %,0
CAR 28,22543km,"23,864 km",27 %,0
CAR-03 ,"5,001km","6,121km",57 %,0
car-08,104254,105468km,0.51,0
 CAR-12,109071,"109,315km",0.36,1
car-08,98964,99989km,0.5,1
car-26,"50,028 km","51,292km",0.73,0
car-17,53704km,55482,80%,1
 CAR-03,53030,"53,291 km",0.84,0
CAR-23,"35,464 km","36,294km",19%,0
CAR-22,"38,241km","39,691km",93%,0
car-07,"64,590 km","65,619 km",27%,0
car-07,102050,102552km,34%,0
CAR 09,"75,027km",75936,0.2,0
CAR 28,12955,"14,596 km",71%,0
 CAR-16,54611,56499,0.84,0
CAR-17,79066,80675km,0.52,0
 CAR-29,111425km,"113,300 km",33%,0
car-01,"92,848km","92,804km",0.34,0
CAR 02,7038,8433,44 %,0
CAR-18 ,84631km,"86,548 km",75 %,0
car-08,48938km,"48,968km",0.84,0
CAR-20,"45,700km",46297,1.0,0
 CAR-13,39727,40718km,0.77,0
 CAR-19,"37,476 km","37,500 km",99 %,0
 CAR-17,"80,815km",81976km,72 %,0
CAR-30,30361km,"31,981km",74%,0
car-15,"57,384 km",58565km,0.98,0
CAR-20 ,"36,793 km",37638,0.2,0
CAR-06 ,95045km,96377km,42 %,0
CAR-19,"115,385 km","117,171km",72%,0
CAR-09,"110,769km","112,076 km",0.3,0
car-24,43470,44288,0.7,0
 CAR-25,"91,877 km","92,066 km",23%,0
 CAR-09,63758,64313,0.4,0
CAR-02,98234km,99075km,0.29,0
 CAR-26,92396km,"93,645km",0.8,0
car-10,"42,971 km","44,704km",32%,0
CAR-29,90836,"90,342 km",44 %,0
 CAR-14,"78,097 km",78131,0.3,0
CAR-16,33940,"35,032km",0.9,0
CAR 01,"77,783km","77,320km",0.42,1
car-20,117095km,117218,0.3,0
CAR-04 ,"67,489km",68381km,0.84,0
CAR 22,110423,"111,971km",12%,0
CAR-03,80340,"82,306 km",37%,0
CAR-23,"33,537 km",35099,52%,0
CAR-21 ,31580km,"32,878km",73%,1
CAR-25,"49,288 km","50,233 km",0.51,0
 CAR-18,"90,512km",90876,0.30,0
CAR-14 ,11200km,12749,74 %,0
CAR-07 ,"111,209 km","112,989km",0.7,1
car-17,"78,259 km","78,587 km",88%,0
 CAR-23,110698,111839,0.9,0
CAR-28,"86,420 km","88,221km",0.53,0
CAR-21 ,94205km,95705,24 %,0
CAR 30,9289km,"10,013km",0.2,0
CAR 28,9844,11756km,51%,1
CAR-23,"95,501km",95922km,11 %,0
CAR-08,10022km,"10,429 km",0.91,1
car-09,"62,394km","64,095 km",7%,0
CAR-25,39781km,"39,761km",0.90,0
 CAR-25,74250km,75284,0.47,0
 CAR-17,16561,17611,84 %,1
CAR-19,61223,"63,223km",0.3,0
car-09,35823,"36,625 km",0.9,0
 CAR-15,"100,260km","100,928 km",0.50,1
CAR 27,"58,114 km",59479,56 %,0
CAR 18,"72,334km",72911,20 %,1
 CAR-12,94316km,95817km,0.92,0
CAR-10,"57,859 km","59,596 km",0.1,0
CAR-07,37817,"39,261 km",20 %,0
 CAR-21,"89,921 km",90252km,0.19,0
CAR-10,94397km,95931km,11%,1
CAR 29,"68,932km",70295,0.46,1
car-25,"85,563km","85,710 km",85%,0
 CAR-18,"85,091 km","86,230km",22 %,0
car-10,94800,"95,092 km",52%,0
CAR-02 ,13711,15189,31 %,0
 CAR-27,111499km,113421,15 %,0
 CAR-04,33756,"34,559km",0.6,0
CAR-29,"102,123 km",102917,40%,0
CAR-08 ,"85,035km","86,811 km",0.67,0
CAR-13 ,"5,354km",6628km,84 %,0
 CAR-28,89895,"90,522 km",51%,0
 CAR-27,"107,377km",107424,1.0,0
CAR 13,80353,"81,052km",0.05,0
CAR 18,"51,778 km","52,800 km",48 %,0
car-27,43931km,45683km,19 %,0
car-22,82671,"83,979 km",0.8,0
 CAR-14,"66,116 km","67,094km",0.6,0
CAR-17,"108,104km",109095,36 %,0
 CAR-08,49737km,51685,0.1,0
CAR-11,"32,953 km",33017,9 %,0
CAR 23,30075,"31,013 km",15 %,0
 CAR-12,101275km,101875,0.9,0
CAR-21 ,55328km,"55,467 km",93%,0
car-19,"83,352km","85,241 km",0.17,0
CAR-23,"94,384km",96169km,0.2,0
car-13,112386,112896km,73%,0
 CAR-26,62733,"64,480km",43%,0
CAR-02,"65,947km","67,635km",0.4,0
CAR-24 ,82865,"83,353 km",0.59,0
 CAR-06,"45,631km","46,810 km",40%,0
CAR 19,"102,736 km",102853km,71%,0
CAR-27 ,"77,655km",78258km,24 %,1
CAR-10,66288,"67,296 km",88 %,0
 CAR-16,"16,312km",16685,47%,1
CAR-07 ,93414km,"94,403 km",0.54,0
CAR-01,74023km,74614,13%,0
CAR 24,115437km,"116,521km",0.7,0
 CAR-10,115100,"116,891km",36%,1
CAR-16,105575,106415,0.54,1
CAR-06,"71,596km","72,971 km",0.17,1
CAR-07,6218km,"6,604km",60 %,0
CAR-25,81589km,82587km,0.86,0
car-19,"13,673km",13972,0.7,0
CAR-17,62064km,62614,0.45,0
CAR-14,89570,"90,959 km",16 %,0
 CAR-30,"109,281 km",109834,18 %,1
car-28,40265km,"41,907km",0.78,0
CAR-08 ,"16,244 km",17805km,0.29,0
CAR 23,"102,013 km",103452,46 %,0
 CAR-27,15835km,"17,048km",0.8,0
CAR-08,"11,730 km","12,764 km",89 %,0
CAR-03,112335km,112508km,0.29,0
CAR 24,92301,"94,196 km",0.9,0
CAR 07,92114km,"93,208km",37 %,0
CAR 13,22233km,24067,0.7,0
CAR-30 ,6117km,7102,0.31,1
car-23,54977km,55957km,85 %,0
CAR-20,102124,"102,949km",92%,0
 CAR-17,"36,789 km",37921km,52 %,0
CAR-09,"41,514km","41,234 km",0.8,0
CAR-06 ,92638km,93580km,0.10,0
CAR-15 ,47858km,49827,97 %,1
CAR-12,"24,415km",25921,0.97,0
CAR-16 ,"116,693 km",118598km,92%,0
car-28,109712km,"111,434km",0.08,0
CAR 04,"46,148km","47,757km",79%,0
car-23,50494km,50840,75 %,0
CAR-03 ,"55,256 km",55793,30%,1
CAR 27,35574,36784km,0.9,0
 CAR-08,"35,396km",35519km,51 %,1
CAR-07,93963km,93523km,46%,0
car-23,116570km,"116,773km",0.96,0
car-10,47120,"48,400 km",95 %,0
car-04,"74,050 km","75,984km",94 %,0
CAR-29 ,79378,"79,802 km",9%,1
car-29,"64,296km","64,934km",35%,0
CAR-26,"63,816km",63965km,97%,0
CAR 10,75003,"75,449km",31 %,0
 CAR-06,"79,398 km","79,412km",0.22,0
CAR 04,39566,"40,907 km",68%,0
CAR-01,"73,782km",75356km,25 %,0
CAR-14,"95,205km",95766,6%,0
 CAR-20,"35,404km",36117,0.1,0
CAR-19,32558,"33,239km",0.3,0
CAR-10 ,"52,058km","52,433 km",0.1,0
CAR-13 ,"5,130 km","5,275 km",59 %,1
CAR-18 ,"117,729 km","118,999km",0.3,0
CAR 17,66314km,"66,469km",0.86,1
CAR-04 ,"64,816 km","65,256 km",5%,0
car-07,"97,977 km",98249,0.30,0
CAR-20,109859,110075,92%,0
car-16,"52,136 km","52,563km",77 %,0
CAR 23,83902,85588km,24%,0
car-28,54497km,"55,548km",0.06,0
CAR-13,"91,127 km",93053,0.72,1
 CAR-10,23529,"24,978 km",0.4,0
CAR 25,"97,181km",97703,28 %,0
CAR-23,106990km,108135km,65 %,1
CAR 12,25171,"27,158 km",0.2,0
car-01,66383km,"66,177km",0.2,0
CAR-24,"97,575 km","98,485 km",97 %,0
CAR 24,"39,371km","39,556 km",88 %,0
CAR-20 ,31297,31611,0.69,0
CAR 17,18824km,20477,0.31,0
CAR 01,64691km,65665km,16%,0
CAR-27,"58,690 km","60,195km",19 %,0
car-01,"84,913km",86475km,0.06,0
car-09,69796km,71747,0.16,1
 CAR-03,65803km,66280,15 %,0
CAR-06,"80,877km","81,869km",80 %,1
 CAR-02,53941,54066km,54 %,0
car-01,"53,079 km",54737km,0.71,0
CAR 22,"53,451km",53605km,74 %,0
 CAR-18,"84,970 km",84705,62%,0
car-07,22216,23985km,12 %,0
CAR-13,44559,"44,962 km",81%,0
CAR-14 ,112704,"114,675km",94%,0
 CAR-17,"39,036 km","39,326 km",22%,0
car-14,42419,"43,771km",0.1,0
CAR-29,"95,992km","96,334 km",93%,0
car-19,6486,7472,10 %,0
 CAR-15,41455,42401,0.3,1
CAR-24,"23,402 km","24,162km",0.86,0
CAR-25,58383,58924,0.9,0
CAR-07 ,66029,67332km,0.42,1
 CAR-24,61110km,"62,296 km",0.62,0
CAR-02 ,47630km,"48,107 km",72%,0
CAR 18,"55,359 km","55,967km",0.41,0
car-11,"98,469km",100144,0.8,0
CAR 06,"25,849 km",27832km,45%,0
CAR-10,"35,779 km","35,985km",81 %,0
CAR 01,94531,95931km,82%,0
CAR-27 ,"46,024 km","46,107km",0.35,0
CAR 03,77411,78708,61%,0
CAR 14,25235,25475,36%,1
car-15,53208,"54,527 km",48 %,1
CAR 11,111891km,113735km,0.96,0
CAR 14,92383km,92429km,1.0,0
CAR-03,78995km,80594,22 %,1
CAR-18,"26,919 km",28782,0.5,0
car-05,"46,631 km","47,813 km",0.66,0
CAR-13,24953,"26,357km",0.7,0
CAR 09,45687,47519km,49 %,0
CAR 23,29634km,"31,467 km",0.11,0
car-13,"22,738km","23,705km",56 %,0
CAR 27,"21,830km",21667km,0.08,0
CAR-30,48804km,49000km,0.9,0
car-04,31755km,33473km,1.0,0
CAR-01 ,94717,95700,67 %,0
CAR 27,76131,"77,617km",54%,0
car-02,"10,867 km","11,724km",0.1,0
CAR 23,112020km,"113,565km",0.81,0
CAR-30,106886km,"107,674km",9%,0
CAR-22,90143km,"90,905 km",87 %,1
CAR-04 ,"70,770km","72,222 km",0.5,1
 CAR-26,88882km,"88,916 km",41 %,0
CAR 23,28636,28720km,0.77,1
CAR-03,"25,764km","26,768 km",0.3,0
CAR-11 ,"54,450km",54576,49 %,0
CAR-14 ,114210km,"115,893 km",37%,0
 CAR-22,"106,972 km","107,113km",0.8,0
CAR 09,"23,359 km","23,697km",56 %,1
CAR-29,27988,28680,1.0,0
car-16,95429km,"96,908km",0.3,0
 CAR-05,"38,009 km","39,600 km",33 %,0
 CAR-11,76683km,"77,676km",0.15,0
CAR-25 ,51689km,"52,817 km",0.6,0
CAR-13 ,"12,139 km",13538km,26%,0
car-27,80743,82349,30%,0
 CAR-27,"54,291km",54348,18%,1
CAR 27,29017,"30,112km",9%,0
car-25,25991,26928,82%,0
car-10,"44,720km","46,279 km",16 %,0
CAR 22,"56,338 km",58043km,43 %,1
car-30,"81,022km",80710km,0.67,0
CAR-05 ,"22,071km",23832km,71%,0
CAR 19,"41,293 km",41379km,0.42,1
 CAR-03,"21,624 km","21,176km",0.7,1
CAR-02 ,"17,346km",18005,62 %,0
car-15,"20,702km","21,737 km",0.88,0
car-10,"30,951km",31251km,0.90,0
CAR-04 ,59104,"59,546 km",0.21,0
CAR-12,"40,296km","41,524km",85%,0
CAR 05,"88,878 km","89,207 km",5 %,0
CAR-29,105055,"105,228 km",63 %,0
CAR-05 ,"60,730 km",60865,82 %,0
car-12,87599km,87199,26 %,1
CAR 17,"86,107km",87708,0.84,0
CAR-07 ,"113,748 km","113,894km",49 %,0
 CAR-15,"40,102 km",40293km,0.2,0
CAR-09 ,26163km,27983km,56 %,0
car-03,88812,90709km,0.28,0
CAR-05 ,"78,100 km",78412km,0.7,0
CAR 18,"21,027 km",21731km,94%,0
CAR-07 ,"9,525km",9694km,0.6,0
CAR-09,"60,225km",61413km,0.8,0
CAR 29,"59,546 km",60257km,0.57,0
car-06,"100,022 km","100,771km",0.19,0
CAR 14,82408,"82,645km",0.1,0
CAR 20,"65,889km","67,109 km",57%,0
car-09,"95,197 km",94745km,0.52,1
car-06,"46,869 km",48059km,5 %,1
 CAR-22,63852,"64,276km",0.08,0
CAR-18,102649,"103,205 km",45 %,1
CAR-06,"52,729 km","54,211km",77%,0
car-26,19382,20302km,0.3,0
CAR-07 ,"36,172 km","37,139 km",37%,1
 CAR-20,11567,"13,345km",60 %,0
CAR 26,80988km,"82,486km",80%,1
CAR-06,"117,645 km",118313km,28%,0
 CAR-07,"87,349km",88445km,0.8,0
CAR-09 ,62597km,"63,281 km",45%,1
CAR 06,109022,"110,268km",0.3,0
CAR 02,30762km,"30,265 km",33%,0
CAR-22 ,"54,514km",55180km,13%,0
 CAR-22,115536,116788km,0.69,0
CAR-03 ,"54,203 km",54511,0.8,0
CAR-29,"76,192 km","78,157 km",0.4,0
 CAR-07,31869km,"31,927 km",0.62,0
CAR-29 ,"76,227km",77268km,39 %,0
 CAR-10,54354,"55,930km",0.94,0
 CAR-21,"36,764 km",38209,25%,0
 CAR-01,"100,484km",100879km,1.00,0
car-19,30732,"31,354 km",0.36,1
 CAR-13,97099km,97222km,8 %,0
CAR-16,117374,"118,921km",0.91,0
CAR-13 ,92604,"94,113 km",0.51,1
 CAR-28,"23,787km","25,713km",0.4,0
CAR 21,"15,120km","15,632km",0.74,0
 CAR-23,"77,047km","78,811 km",0.4,0
CAR-07,"68,715km",69978,48 %,0
 CAR-05,86635,86481km,9%,0
CAR-15,80443km,80614km,0.7,0
CAR-19,"84,027 km",85804km,38 %,0
car-05,44540km,"46,082 km",0.9,0
CAR-25,24256km,25872km,0.9,0
CAR 12,"38,942km",39391,93 %,0
 CAR-08,"5,906 km",6983km,0.31,0
 CAR-12,"52,248 km","52,986 km",0.72,0
CAR-03,49330km,"50,428 km",18 %,1
CAR-27 ,6456,"7,779km",0.9,0
CAR-10,82728,"83,935 km",0.6,0
CAR 08,98508km,"99,967 km",41%,0
CAR-18,"112,285 km",114018,14%,0
CAR-05,110810,110863,0.6,0
CAR-18,32193,33162km,0.94,0
 CAR-26,"85,409 km","86,667 km",7 %,0
CAR-20 ,"61,593km",62895,0.88,0
CAR 04,11361,11377,77%,1
car-17,"90,212km","91,002 km",90 %,0
car-18,96214km,"97,172 km",0.6,0
car-09,"39,217 km",40538km,77 %,0
CAR-13,"91,887km",92384km,51 %,1
CAR 28,35734km,36831,0.34,0
CAR 22,31742,33096,0.92,0
CAR-24 ,"89,452 km",91214km,0.92,1
CAR-07,77937km,"79,240km",48 %,1
CAR-03,106645,"107,526km",0.62,0
car-09,67293,"68,874km",0.67,1
CAR 12,82131km,"83,252km",0.51,0
CAR-06 ,108798km,"109,086 km",41 %,1
 CAR-27,77353,"77,369 km",12 %,0
car-04,72037km,"72,609km",85%,0
car-29,"18,086km",18262km,89%,0
CAR-15 ,"73,618km",75584km,11%,1
 CAR-01,91171km,91995,0.22,0
CAR-24 ,"62,209km","63,030km",0.14,1
CAR-16,"89,106 km",90579,45 %,0
CAR-27 ,"82,579km","83,799km",51 %,0
CAR-24,"53,453 km","55,361km",38%,0
car-10,68538,68969km,0.6,1
CAR-04,26707,"27,113km",47 %,0
CAR 07,119514km,120501km,55 %,0
CAR 11,81863km,83252km,49 %,0
CAR-04,56699,57286km,0.8,0
CAR-26,"72,233 km","73,220km",0.26,1
CAR-29,"61,190 km","63,077km",59%,1
CAR-24 ,47207km,"47,874km",0.29,1
car-05,"7,671 km",9419,0.42,0
CAR-22,"84,918 km",86026,8%,0
CAR-30,92838km,"93,359km",18%,0
CAR 13,66463,68100,44%,1
CAR-16,"107,252 km","109,174km",75%,0
 CAR-09,"27,492 km","28,344km",16%,1
CAR 10,49084km,"48,946 km",0.52,1
CAR-09,117815,117489,0.7,0
CAR 16,"72,246 km","72,645 km",0.2,0
CAR-04 ,"12,809km","14,118 km",69%,0
 CAR-03,"117,814km",118356km,64%,0
CAR 10,85536km,85613,0.20,0
 CAR-25,"38,298 km",38556,0.48,1
car-13,"10,334 km",10484km,99 %,0
car-28,12853km,13281km,0.07,1
 CAR-13,"27,991 km","29,369 km",11%,0
CAR 06,"61,101km",62433,0.44,0
car-10,"44,364 km",45186km,11 %,1
CAR-19,50726km,51521km,0.97,0
CAR 26,113143km,"114,329 km",0.8,0
CAR 03,76144,77483,0.4,0
 CAR-21,"50,005 km",50522km,87%,0
CAR-23,"59,041km",59251,0.6,1
CAR 30,23494,24104,0.44,0
car-17,"5,383km",5085km,0.72,1
CAR 16,"79,496km",80597km,0.87,1
CAR 02,"75,413km",76679km,35 %,0
CAR 29,50888,51449km,0.10,1
CAR-03,75831km,77165,9%,1
CAR 27,105454,"106,500km",89 %,0
car-07,113753,114283km,0.7,1
CAR 27,"62,317km","61,928 km",0.74,0
CAR-20 ,40754km,"41,758 km",19 %,0
CAR 06,5068,6179,0.51,0
car-03,15725,"16,775 km",0.3,0
CAR 15,5934km,5970,8%,0
CAR-05 ,30558,"32,466 km",0.4,0
CAR-04 ,110841km,"112,324km",78 %,0
car-11,91233km,"92,693 km",0.08,0
CAR-29,7475km,"8,215 km",0.1,1
car-16,"43,508 km","43,990 km",56%,0
CAR 13,"84,952km","86,858km",64%,0
car-19,85956km,"86,765 km",66%,1
CAR 08,"22,720km",23526km,0.45,0
 CAR-17,"6,445km","7,232 km",44%,0
CAR-19,"55,540 km","56,149 km",0.1,0
CAR-17,"54,773 km","55,418 km",72%,0
CAR-29 ,"30,462 km","31,898 km",0.06,1
CAR-12,92614km,92797,47 %,1
CAR 28,"80,894 km","82,633km",0.79,0
CAR 13,"97,974 km","99,093 km",0.53,0
car-29,"31,018km",31831km,0.8,1
CAR-26 ,"103,790km","104,157 km",0.4,0
CAR 11,17328,17530,0.10,0
 CAR-01,"39,338 km","39,702 km",0.6,0
CAR-28 ,"48,044 km",48986,17%,1
 CAR-03,108886km,109352km,0.1,0
CAR 17,117959km,119920,47%,0
car-19,"5,505 km",7443km,0.5,0
car-20,"24,684km",25121,0.55,0
car-17,"67,387 km",68372km,60%,0
CAR-05 ,"51,706 km","53,667km",0.67,0
 CAR-13,"80,078km",81297,39%,1
 CAR-20,"102,053km",103191,9 %,0
car-20,115288km,"116,444 km",42 %,0
CAR 14,"78,403km","78,757 km",13%,0
CAR-02 ,112116,113304,15%,1
 CAR-12,85914km,87778,0.8,0
car-28,117705km,118371km,0.19,0
car-23,"20,776km",21980km,76 %,0
 CAR-10,58446km,59312,99 %,0
 CAR-26,27765,"28,320 km",0.58,1
car-26,"102,815 km",103328km,33%,0
 CAR-18,"110,151km",110584,24%,0
car-09,"91,460km",91699,75 %,1
CAR-14,62224,63183km,0.9,0
 CAR-29,6588km,"6,609km",0.64,0
CAR-26 ,"91,431km","92,247km",18%,0
CAR-22 ,24234,"24,290km",65%,0
CAR-18 ,"60,802km","60,854km",43%,1
CAR 25,110428,112390,70%,1
CAR-15,39368,39756km,0.6,0
 CAR-16,37410km,"38,209 km",79%,1
CAR-06 ,"113,013 km","113,942km",56%,0
 CAR-20,"66,786km","67,016 km",66%,0
CAR-24 ,"97,547km","98,145 km",0.8,0
CAR 16,"7,541 km",8046km,8%,0
CAR 27,76469km,"77,595 km",37 %,1
car-25,"42,709km","43,854km",95 %,0
car-07,"109,220km","109,413 km",52 %,0
